MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,LogSalePrice,BsmtFin,House_age,Remod_age,FlrSF,Bath,AbvGrd,OpenSF,bedroom/totalRoomAboveGrade
20,RL,99.0,7094,Pave,IR1,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,340,894,GasA,TA,Y,SBrkr,894,TA,5,Typ,0,NA,Detchd,RFn,1,384,TA,TA,Y,0,0,WD,Normal,125000,11.736069016284437,554,41,41,894,1,4,0,0.6
90,RM,68.0,8930,Pave,Reg,Lvl,Inside,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,0,GasA,TA,Y,SBrkr,1902,TA,8,Typ,0,NA,Attchd,Unf,2,539,TA,TA,Y,0,0,WD,Normal,112000,11.626254150277232,0,32,32,1902,2,6,0,0.5
20,FV,72.0,8640,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,364,1300,GasA,Ex,Y,SBrkr,1314,Gd,6,Typ,0,NA,Attchd,RFn,2,552,TA,TA,Y,135,112,New,Partial,229456,12.343466568968994,936,0,0,1314,2,4,247,0.5
50,RM,52.0,6240,Pave,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,0,GasA,Gd,N,SBrkr,912,TA,3,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,0,WD,Normal,80500,11.296012463406655,0,59,56,912,1,3,0,0.6666666666666666
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672,672,GasA,TA,Y,SBrkr,1218,TA,7,Typ,0,NA,NA,NA,0,0,NA,NA,N,201,0,WD,Abnorml,91500,11.424094251263613,0,35,35,1218,2,4,201,0.42857142857142855
20,RL,66.0,7800,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,0,912,GasA,TA,Y,SBrkr,912,TA,5,Typ,0,NA,Attchd,Unf,1,288,TA,TA,Y,0,0,WD,Abnorml,115000,11.652687407345388,912,42,42,912,1,3,0,0.4
20,RL,55.0,8250,Pave,Reg,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,210,952,GasA,Ex,Y,SBrkr,1211,TA,5,Typ,1,TA,Attchd,Unf,1,322,TA,TA,Y,0,63,WD,Normal,134000,11.805595078933049,742,40,40,1211,1,4,63,0.6
50,RL,78.0,10496,Pave,Reg,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,844,1040,GasA,Ex,Y,SBrkr,1846,TA,7,Typ,1,Gd,Attchd,Unf,1,315,TA,TA,Y,0,0,WD,Normal,143000,11.870599909242044,196,58,57,1846,2,4,0,0.42857142857142855
20,RL,89.0,10680,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,1380,2136,GasA,TA,N,FuseA,2136,TA,7,Mod,0,NA,Detchd,Unf,2,528,TA,TA,Y,0,30,WD,Normal,137900,11.834284063781393,756,55,55,2136,2,5,30,0.5714285714285714
60,RL,60.0,15384,Pave,IR1,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,64,788,GasA,Ex,Y,SBrkr,1490,Gd,8,Typ,1,Gd,Attchd,Fin,2,388,TA,TA,Y,100,75,WD,Normal,184000,12.122691036591123,724,4,3,1490,3,4,175,0.375
80,RL,65.0,10482,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,81,588,GasA,Ex,Y,SBrkr,1138,TA,6,Typ,0,NA,Attchd,RFn,1,264,TA,TA,Y,224,0,WD,Normal,145000,11.884489021402711,507,49,49,1138,1,4,224,0.5
60,RL,86.0,14598,Pave,IR1,Lvl,CulDSac,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,894,894,GasA,Ex,Y,SBrkr,1933,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,668,TA,TA,Y,100,18,WD,Normal,214000,12.273731294003989,0,1,1,1933,3,5,118,0.4444444444444444
20,RL,72.0,8872,Pave,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,317,912,GasA,Ex,Y,SBrkr,912,Gd,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,240,WD,Normal,147000,11.898187865760873,595,43,0,912,1,3,240,0.4
120,RL,65.0,8769,Pave,Reg,Lvl,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,162,1702,GasA,Ex,Y,SBrkr,1702,Ex,7,Typ,1,Gd,Attchd,Fin,3,1052,TA,TA,Y,0,72,New,Partial,367294,12.813917896253697,1540,0,0,1702,2,2,296,0.14285714285714285
80,RL,70.0,7910,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,409,1075,GasA,Gd,Y,SBrkr,1507,TA,7,Maj1,0,NA,Basment,Unf,1,404,TA,TA,Y,0,0,WD,Normal,127000,11.751942365440728,666,48,48,1507,2,5,0,0.5714285714285714
90,RL,0.0,18890,Pave,IR1,Lvl,Inside,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,NA,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,652,1361,GasA,Ex,Y,SBrkr,2620,TA,12,Typ,1,TA,BuiltIn,RFn,2,600,TA,TA,N,155,24,WD,Normal,190000,12.154779351142624,709,30,30,2620,4,6,324,0.3333333333333333
90,RL,70.0,7728,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,303,1106,GasA,TA,Y,SBrkr,1190,TA,6,Typ,0,NA,Attchd,Unf,2,540,TA,TA,Y,0,18,WD,Normal,132500,11.794337924408413,803,44,44,1190,1,4,18,0.5
90,RL,70.0,9842,Pave,Reg,Lvl,FR2,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,0,GasA,TA,Y,SBrkr,1224,TA,6,Typ,0,NA,CarPort,Unf,2,462,TA,TA,Y,0,0,WD,Normal,101800,11.53076538309856,0,45,45,1224,2,4,0,0.3333333333333333
20,RL,0.0,12160,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,188,1188,GasA,Fa,Y,SBrkr,1188,TA,6,Typ,0,NA,Attchd,RFn,2,531,TA,TA,Y,0,0,COD,Abnorml,142000,11.863582336583399,1000,51,51,1188,1,4,0,0.5
70,RH,55.0,8525,Pave,Reg,Bnk,Inside,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,940,940,GasA,TA,N,FuseA,1964,TA,7,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,192,WD,Abnorml,130000,11.77528972943772,0,97,58,1964,2,5,192,0.5714285714285714
70,RL,96.0,13132,Pave,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,747,747,GasA,Gd,Y,FuseF,1784,TA,9,Typ,0,NA,Detchd,Unf,1,180,Fa,Fa,N,203,40,WD,Normal,138887,11.841415931849784,0,92,56,1784,2,5,243,0.4444444444444444
160,RL,36.0,2628,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764,764,GasA,Ex,Y,SBrkr,1626,Gd,6,Typ,0,NA,BuiltIn,RFn,2,474,TA,TA,Y,0,27,WD,Normal,175500,12.075394321888057,0,7,7,1626,3,3,27,0.3333333333333333
60,RL,41.0,12393,Pave,IR2,Lvl,FR2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847,847,GasA,Ex,Y,SBrkr,1948,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,TA,Y,100,48,WD,Normal,195000,12.180754837545884,0,2,1,1948,3,5,148,0.5
20,RL,63.0,13072,Pave,Reg,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,1141,GasA,Ex,Y,SBrkr,1141,TA,6,Typ,0,NA,Detchd,Unf,2,484,TA,TA,Y,0,0,WD,Abnorml,142500,11.867097278690842,0,1,1,1141,2,4,0,0.5
20,RL,64.0,9037,Pave,IR1,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1048,1476,GasA,Ex,Y,SBrkr,1484,Ex,6,Typ,1,Gd,Attchd,RFn,2,472,TA,TA,Y,120,33,WD,Normal,265900,12.490875577231112,428,1,1,1484,2,3,153,0.3333333333333333
60,RL,65.0,8158,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,334,884,GasA,Ex,Y,SBrkr,1768,Gd,8,Typ,0,NA,Attchd,RFn,2,543,TA,TA,Y,0,63,WD,Normal,224900,12.323411137947407,550,5,5,1768,3,4,63,0.375
20,RL,83.0,9849,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689,1689,GasA,Ex,Y,SBrkr,1689,Gd,7,Typ,0,NA,Attchd,RFn,3,954,TA,TA,Y,0,56,New,Partial,248328,12.422505731952896,0,0,0,1689,2,4,56,0.42857142857142855
85,RL,85.0,10625,Pave,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,0,1053,GasA,TA,Y,SBrkr,1173,Gd,6,Typ,2,TA,Attchd,RFn,2,528,TA,TA,Y,0,120,WD,Family,170000,12.043553716032399,1053,36,36,1173,2,4,120,0.5
20,RL,107.0,13891,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,690,2076,GasA,Ex,Y,SBrkr,2076,Ex,7,Typ,1,Gd,Attchd,Fin,3,850,TA,TA,Y,216,229,New,Partial,465000,13.049792684569493,1386,0,0,2076,3,3,445,0.2857142857142857
70,RL,0.0,11435,Pave,IR1,HLS,Corner,Crawfor,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,BrkFace,Stucco,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,792,792,GasA,Fa,Y,SBrkr,1517,Gd,7,Typ,2,Gd,Detchd,Unf,2,400,TA,TA,Y,0,0,WD,Normal,230000,12.345834587905333,0,77,56,1517,1,4,0,0.42857142857142855
80,RL,78.0,12090,Pave,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585,585,GasA,Ex,Y,SBrkr,1868,TA,7,Typ,1,TA,BuiltIn,Fin,2,477,TA,TA,Y,268,112,WD,Abnorml,178000,12.089538829274222,0,23,4,1868,4,4,527,0.42857142857142855
60,FV,65.0,8125,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,756,756,GasA,Ex,Y,SBrkr,1553,Gd,6,Typ,0,NA,Attchd,RFn,2,615,TA,TA,Y,0,45,New,Partial,186500,12.136186518066006,0,1,0,1553,3,4,45,0.5
80,RL,0.0,12328,Pave,IR1,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,473,1012,GasA,TA,Y,SBrkr,1034,TA,6,Typ,0,NA,Attchd,Unf,3,888,TA,TA,Y,0,0,WD,Normal,169900,12.042965307660024,539,34,34,1034,1,4,0,0.5
75,RM,60.0,9600,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,416,735,OthW,Fa,N,SBrkr,2058,TA,8,Typ,1,Gd,Detchd,Unf,2,396,Fa,Fa,P,0,0,WD,Normal,129500,11.771436160121729,319,91,58,2058,2,4,259,0.375
20,RL,60.0,7200,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,246,876,GasA,TA,Y,SBrkr,988,TA,6,Typ,0,NA,Attchd,Unf,1,276,TA,TA,Y,0,80,WD,Normal,119000,11.686878772093667,630,57,57,988,1,4,80,0.5
20,RL,93.0,11160,Pave,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,NA,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1045,2110,GasA,Ex,Y,SBrkr,2110,Ex,8,Typ,2,TA,Attchd,Fin,2,522,TA,TA,Y,0,0,WD,Normal,244000,12.404923504275338,1065,42,42,2110,3,4,0,0.375
120,RL,0.0,3136,Pave,IR1,Lvl,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1405,1405,GasA,Ex,Y,SBrkr,1405,Gd,6,Typ,1,Gd,Attchd,RFn,2,478,TA,TA,Y,148,36,WD,Normal,171750,12.053795210084596,0,3,3,1405,2,3,184,0.3333333333333333
20,RL,62.0,9858,Pave,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,354,864,GasA,TA,Y,SBrkr,874,TA,5,Typ,0,NA,Attchd,RFn,1,288,TA,TA,Y,33,0,WD,Normal,130000,11.77528972943772,510,41,41,874,1,4,33,0.6
60,RL,0.0,17542,Pave,IR1,Lvl,Inside,Veenker,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,36,1192,GasA,TA,Y,SBrkr,2167,Gd,9,Typ,2,Gd,Attchd,RFn,2,518,TA,TA,Y,220,47,WD,Normal,294000,12.591335046320818,1156,33,4,2167,3,4,267,0.3333333333333333
60,RL,60.0,6931,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,746,746,GasA,Ex,Y,SBrkr,1656,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,397,TA,TA,Y,178,128,WD,Normal,165400,12.016122061571728,0,5,4,1656,3,4,306,0.42857142857142855
50,RM,52.0,6240,Pave,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,459,884,GasA,TA,Y,FuseA,1367,TA,6,Typ,1,Gd,Detchd,Unf,1,560,TA,TA,Y,0,0,WD,Normal,127500,11.755871643580617,425,76,57,1367,1,4,120,0.5
20,RL,91.0,14303,Pave,IR1,Lvl,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,672,1986,GasA,Ex,Y,SBrkr,1987,Gd,7,Typ,1,TA,Attchd,Fin,2,691,TA,TA,Y,262,36,WD,Normal,301500,12.616525295149378,1314,14,14,1987,2,3,298,0.2857142857142857
30,RL,56.0,4060,Pave,Reg,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,864,864,GasA,Ex,Y,SBrkr,864,TA,4,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,96,WD,Normal,99900,11.511924964636645,0,87,59,864,1,3,96,0.5
80,RL,59.0,9587,Pave,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,201,856,GasA,Ex,Y,SBrkr,1166,Gd,5,Typ,0,NA,Attchd,Fin,2,400,TA,TA,Y,212,0,WD,Normal,190000,12.154779351142624,655,3,3,1166,2,3,212,0.4
20,RL,65.0,9750,Pave,Reg,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,14,1054,GasA,Gd,Y,SBrkr,1054,TA,6,Typ,0,NA,Attchd,Unf,2,460,TA,TA,Y,180,0,WD,Normal,151000,11.925035115797062,1040,39,39,1054,2,4,260,0.5
60,RL,0.0,24682,Pave,IR3,Lvl,CulDSac,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,841,841,GasA,Ex,Y,SBrkr,1675,TA,7,Typ,1,TA,BuiltIn,Fin,2,502,TA,TA,Y,0,103,WD,Normal,181000,12.106252310247962,0,10,10,1675,3,4,103,0.42857142857142855
20,RL,80.0,9600,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,546,1050,GasA,Gd,Y,SBrkr,1050,TA,5,Typ,0,NA,Attchd,Unf,1,338,TA,TA,Y,0,0,WD,Normal,128900,11.766792188927278,504,53,53,1050,1,3,0,0.4
50,RL,0.0,11250,Pave,Reg,Lvl,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1104,1104,GasA,Ex,Y,FuseA,1788,TA,8,Min2,2,TA,Attchd,Unf,1,304,TA,TA,Y,120,0,WD,Normal,161500,11.992260421644849,0,52,20,1788,1,6,120,0.625
70,RL,60.0,13515,Pave,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,764,764,GasA,Ex,Y,FuseA,1824,TA,8,Typ,1,Gd,Detchd,Unf,2,520,TA,TA,N,0,0,WD,Normal,180500,12.103486056755072,0,88,57,1824,1,4,126,0.375
120,RH,34.0,4060,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1139,1405,GasA,Ex,Y,SBrkr,1337,Gd,5,Typ,0,NA,Attchd,Fin,2,511,TA,TA,Y,144,68,COD,Abnorml,181000,12.106252310247962,266,10,9,1337,2,3,212,0.4
160,FV,35.0,3735,Pave,Reg,Lvl,FR3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,241,691,GasA,Ex,Y,SBrkr,1452,Gd,6,Typ,0,NA,Detchd,Unf,2,506,TA,TA,Y,0,34,WD,Normal,183900,12.122147410592412,450,7,7,1452,3,4,34,0.5
190,RM,60.0,10120,Pave,IR1,Bnk,Inside,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925,925,GasA,TA,N,FuseF,1889,TA,9,Typ,1,Gd,Detchd,Unf,1,308,TA,TA,N,0,0,WD,Normal,122000,11.711776323715394,0,97,57,1889,2,6,264,0.4444444444444444
20,RL,89.0,13214,Pave,IR1,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,Stucco,CmentBd,NA,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2002,2002,GasA,Ex,Y,SBrkr,2018,Ex,10,Typ,1,Gd,Attchd,Fin,3,746,TA,TA,Y,144,76,WD,Normal,378500,12.84397135185964,0,2,1,2018,2,4,220,0.3
50,RL,0.0,14100,Pave,IR1,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,536,728,GasA,Ex,Y,SBrkr,3447,Gd,11,Typ,2,Gd,BuiltIn,Unf,3,1014,TA,TA,Y,314,12,WD,Normal,381000,12.850554654108839,192,73,11,3447,4,5,326,0.36363636363636365
50,RL,78.0,11344,Pave,Reg,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,414,874,GasW,TA,Y,FuseA,1524,TA,7,Typ,0,NA,Attchd,Unf,1,315,TA,TA,Y,0,0,WD,Normal,144000,11.877568578558138,460,49,49,1524,2,4,0,0.42857142857142855
40,RL,0.0,23595,Pave,Reg,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,6,Shed,WdShake,Plywood,Plywood,NA,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,74,1332,GasA,TA,Y,SBrkr,1524,Gd,4,Typ,1,TA,Attchd,Fin,2,586,TA,TA,Y,268,0,WD,Normal,260000,12.468436909997665,1258,31,31,1524,1,1,268,0.0
20,RL,0.0,9156,Pave,IR1,Lvl,Inside,NWAmes,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489,1489,GasA,Gd,Y,SBrkr,1489,Gd,7,Typ,1,Gd,Attchd,RFn,2,462,TA,TA,Y,0,0,WD,Normal,185750,12.132156962580005,0,41,41,1489,2,4,0,0.42857142857142855
20,RL,0.0,13526,Pave,IR1,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,0,935,GasA,TA,Y,SBrkr,935,TA,5,Typ,0,NA,Attchd,Unf,1,288,TA,TA,Y,180,0,WD,Normal,137000,11.827736204810263,935,41,41,935,1,4,180,0.6
80,RL,124.0,11512,Pave,IR1,Lvl,Corner,Edwards,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,300,1019,GasA,Gd,Y,SBrkr,1357,Ex,5,Typ,1,Gd,Basment,RFn,1,312,TA,TA,Y,0,0,WD,Normal,177000,12.083905011555967,719,49,2,1357,1,3,163,0.4
50,RL,53.0,5362,Pave,Reg,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Shng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,661,661,GasA,Ex,Y,SBrkr,1250,TA,8,Typ,1,Gd,Detchd,Unf,2,552,TA,TA,Y,242,0,WD,Normal,139000,11.842229212112828,0,97,4,1250,2,4,323,0.375
90,RL,95.0,11345,Pave,Reg,Lvl,Corner,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,708,928,GasA,Gd,Y,FuseA,1920,TA,10,Typ,0,NA,Detchd,Unf,2,400,TA,Fa,Y,0,0,WD,Normal,137000,11.827736204810263,220,59,57,1920,2,6,0,0.4
60,RL,0.0,12936,Pave,IR1,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,130,723,GasA,TA,Y,SBrkr,1395,TA,6,Typ,1,TA,Attchd,Unf,2,497,TA,TA,Y,294,116,WD,Normal,162000,11.99535161421452,593,37,37,1395,2,4,410,0.5
